command,mean,stddev,median,user,system,min,max,n,t,r
./demo/gg20/presign.sh,2.14421991234,0.05006119103087549,2.15871472584,0.18798520000000005,0.01740708,2.0394068873399998,2.23640832234,10,1,50
./demo/gg20/presign.sh,3.17258018354,0.069996481392747,3.1528400130599996,0.16179756000000003,0.00616628,3.0687923000599997,3.3779336500599997,10,2,50
./demo/gg20/presign.sh,4.409532812060001,0.12284847042494257,4.479029000300001,0.4231925,0.0510949,4.079707534300001,4.5166575863,10,3,50
./demo/gg20/presign.sh,5.5352718655599995,0.08882618407154654,5.5551255001,0.8937839799999998,0.03165203999999999,5.2312597436,5.7001489386,10,4,50
./demo/gg20/presign.sh,6.374726983679998,0.10908444948434713,6.411098909880001,0.015726920000000005,0.0001277152,6.10923801088,6.4689144158800005,10,5,50
./demo/gg20/presign.sh,7.99121959988,0.2027913642878573,7.9645633798799995,0.016941059999999997,0.00024694,7.63856629638,8.329258799380002,10,6,50
./demo/gg20/presign.sh,8.893165273680001,0.1482693511872952,8.801011831,0.017649240000000004,0.0001289896,8.761937995,9.321978086,10,7,50
./demo/gg20/presign.sh,10.294540422300004,0.5753751396598668,10.449921293420001,0.01807112,0.000054619999999999995,9.24719252392,11.251511735920001,10,8,50
./demo/gg20/presign.sh,11.473548588920004,0.28462773793356066,11.45829273546,0.02097644,0.00006131999999999999,11.160568467960001,12.175047448960001,10,9,50
